/-----------------------------------------------------------
//            Counter-Strike
//-----------------------------------------------------------
// In this file you can modify the sound the textures give
// when the player walks on them
//
// Location: X:\halflife\valve\sound\materials.txt
//
// NOTE: only the first 12 characters of the texture name are used
// NOTE: a maximum of 512 textures may be tagged in this file
//
//  'M' metal
//  'V' ventillation
//  'D' dirt
//  'S' slosh liquid 
//  'T' tile
//  'G' grate
//  'C' concrete
//  'W' wood
//  'P' computer
//  'Y' glass
//  'N' snow
//  'X' grass
//  'I' No Wallshot

G kong_wall35     
G kong_wall36      
M pve_Halone08     
M pve_Halone09     
M pve_Halone16     
M pve_Halone17     
M zs_lastride_22   
M zs_lastride_22a  
M {kong_M01        
G {kong_M03B       
M {rollgate01      
G abyss_floor05    
G br_bd06          
G br_bd38         
G br_bd38_02       
G cs_exit01        
G desert_wall02   
X hk_prop58      
X hk_prop59        
G line_Bwall_50    
G line_Bwall_51    
M line_Bwall_55    
G tusc_walltile04  
G zs_5wall01      
G zs_5wall03       
G zs_5wall06       
G zs_5wall07       
G zs_5wall08       
G zs_5wall08b      
G zs_5wall10       
G zs_5wall11       
G zs_5wall11b      
G zs_5wall12       
G zs_5wall14       
G zs_5wall15       
G zs_5wall22       
G zs_5wall23       
M zs_floor_09      
M {br_bk_sign02    
G {zm_win02        
M zs51_door01      
M zs51_sewer      
G zs51_wall04      
G zs51_wall05_1    
G zs51_wall05_2    
G zs51_wall07_1   
G zs51_warning    
M zs_51door01     
G zs_51road02     
G zs_51wall20     
G zs_51wall22     
G zs_51wall23     
G zs_51wall27     
G zs_51wall43     
M {pv_gravrail    

//-----------------------------------------------------------
// zs_mschoi3.wad
//-----------------------------------------------------------

G black            
G doorgrid         
G green_01         
G null             
G {vent_door       
G {vent_grid       
G kong_wall26D     
G abyss_floor05    
G cncrt027         
X hk_prop59        
G zs_5wall11       
G zs_5wall22       
G zs_5wall23       
G {br_bk_sign02    
G zs51_wall01      
G zs51_wall02      
G zs51_wall02_1    
G zs_51wall23      
M zs_MS_door01     
M zs_MS_wall01     
M zs_MS_wall02     
M zs_MS_wall03     
M zs_MS_wall04     
M zs_MS_wall06b    
M zs_MS_wall08     
M zs_MS_wall10     
M zs_MS_wall11     
M {zs_MS_wall05    
G {zs_MS_water01   

//-----------------------------------------------------------
// zs_victor.wad
//-----------------------------------------------------------

C dust0_block_01   
C dust0_box1      
C dust0_brick_01  
C dust0_brick_02   
C dust0_brick_05   
C dust0_brick_06   
M dust0_cont13     
M dust0_con_01    
W dust0_Door_01    
W dust0_Door_02    
W dust0_Door_03    
M dust0_Door_06
M dust0_Door_07    
M dust0_Door_08    
M dust0_Door_09
M dust0_Door_10    
C dust0_exp03      
C dust0_floor_01   
C dust0_floor_02   
C dust0_mtl02      
C dust0_mtl_06     
C dust0_mtl_07     
W dust0_pole_01    
C dust0_wall_01    
C dust0_wall_03    
C dust0_wall_06    
C dust0_wall_08    
C dust0_wall_09    
C dust0_wall_10    
C dust0_wall_11    
C dust0_wall_13    
C dust0_wall_15    
C dust0_wall_15_0 
C dust0_wall_16    
C dust0_wall_17    
C dust0_wall_18    
C dust0_wall_20    
C dust0_wall_21    
W dust0_wood01     
W dust0_wood03     
W dust0_wood04
C n3_wall_12c     
C {dust0_pin01     
C {dust0_wall_04  
M {dust0_wall_06   
C {dust0_wire_02   
C {dust0_wire_03   
C zs_red_road01    
C zs_red_road03   
C zs_red_road04    
C zs_red_road06
C zs_red_wall08    
M {barbwire-g8     
M {po_tension      
M {pv_antenna1     
M {pv_antenna2     
M {redemption_fen  
M {zs_red_wall03   
M {zs_red_wall07   
M kong_door03      
V kong_door06  
C kong_wall10      
C kong_wall33
M zs_lastride_22   
M zs_lastride_22a
C {kong_M02
C desert_box01      
C desert_ach51     
C desert_ach52    
C desert_ach59     
C desert_ach61     
C desert_ach62     
C desert_ach63     
C desert_floor51   
C desert_ground52  
C desert_wall01    
C desert_wall02    
C desert_wall21    
C desert_wall31
C {desert_wire53    
C {desert_matal01  
C {desert_wall03   
C tusc_floor03     
C tusc_floor35     
C tusc_floor36     
C tusc_lamp01      
C tusc_metal01     
C tusc_wall19a     
C tusc_wall21a     
C tusc_wall32a1    
C tusc_wall32a2   
C tusc_wall32b1    
C tusc_wall33b1    
C tusc_wall33b2    
C tusc_wall34a1    
C tusc_wall34b1    
C tusc_walltile02  
M {tusc_door01   
W hs_door01        
W hs_door02        
M hs_matalpan      
C hs_wall03        
C hs_wall05        
C hs_wall06        
C hs_wall08        
C hs_wall10        
C hs_wall13        
C hs_wall16        
C hs_wall17        
C hs_wall18        
C hs_wall20        
C hs_wall22        
C hs_wall23        
C hs_wall28
V hs_window01              

//-----------------------------------------------------------
// zs_lusia.wad
//-----------------------------------------------------------

M zs_63_ceiling01  
M zs_63_door01     
M zs_63_door03     
M zs_63_door04     
M zs_63_door05     
M zs_63_floor01    
M zs_63_floor02_1  
M zs_63_floor03    
M zs_63_floor04    
M zs_63_floor05    
M zs_63_floor06    
M zs_63_gunshelf0  
M zs_63_hfwall_02  
M zs_63_hfwall_21  
Y zs_63_light02    
Y zs_63_light03    
M zs_63_locker01   
M zs_63_machine01  
M zs_63_pillar_01  
M zs_63_pillar_21  
Y zs_63_rname01    
Y zs_63_rname02   
Y zs_63_rname03    
Y zs_63_rname04    
M zs_63_ship01     
M zs_63_ship02     
M zs_63_top01      
M zs_63_vending01  
M zs_63_vending03  
M zs_63_wall_02    
M zs_63_door06     
M zs_63_door07     
M zs_63_door08     
M zs_63_door09     
M zs_63_fence01    
M zs_63_mach02     
M zs_63_mach02_1   
M zs_63_mach02_2   
M zs_63_mach02_4   
M zs_63_wall12     
M zs_63_wall12_1   
M zs_63_wall15     
M zs_63_wall15_1   
M zs_63_machine01  
M zs_63_pillar_02  
M zs_63_wall02_1   
M zs_63_wall_01    
M zs_63_wall_02    
M zs_63_wall_03    

//-----------------------------------------------------------
// czde_dust.wad
//-----------------------------------------------------------

M {bars				
M {gh_dust2b			
M barrel_bio01			
M barrel_bio02			
M barrel_bio03			
M barrel_exp01			
M barrel_exp02			
M barrel_exp03			
M barrel_mtl01			
M barrel_mtl02			
C conc_bdr_2			
M cr_matmetal			
W crate_gunS01			
W crate_gunT01			
C cxcrptb				
C duAarrow			
C duBarrow			
W duCrtLrgSd			
W duCrtLrgTp			
W duCrtSmSd			
W duCrtSmTp			
W dudoor				
M duMltryCrSd			
M duMltryCrSd2			
M duMltryCrTp			
C duRoad				
C duRoadTgt			
C duRoadTgtA			
C duSand				
C dusandcrete			
C duSandRock			
C dusandwll			
C dusandwll2			
C dusandwllbroken			
C dusandwlltrim			
C dusandwlltrim2			
C dusandwlltrim3			
C dusandwlltrim4			
C dusandwllwn			
C dust-trimM1			
C dust-trimR1			
C dutile1				
C dutile2				
C dutile3				
C dutile4				
C dutile5				
C dutile6				
C dutile7				
C dutile8				
C dutile9				
C duwlldecor			
C duwlldecor2			
C miwoodmtrim			
Y mosque_roof1			
C mosque_roof2			
W pi_cratebig			
W pi_cratebigt			
C pi_rug1				
C pi_rug5				
C pi_rust				
W picrate1			
W picrate2			
W pwtrim1				
C SandCCrete			
C SandRoadTgtB			
C SandRock0			
C SandRock1			
C SandRock2			
C sandtrim2a			
W SandWllDoor2			
C wll_hllway_orn			
C wll_msq_top			
C wll_msq_trm			
C wll_sndstn_pln			

//-----------------------------------------------------------
// czcs_italy.wad
//-----------------------------------------------------------

M {misc_ironwin			
M {mtl_fnc_euro			
M {mtl_fnc_gt			
M {mtl_lnt_deco			
M {rustyrungs			
C {wineRack			
C {winerack1			
C {winerack2			
C ~bluerug			
C -1sandyBrick			
C bath-sn03a			
W boxsides_d03			
W boxsides_T01			
W boxsides03			
W boxtops_T01			
W boxtops03			
C build-mia1			
C carpet-sn01a			
C carpet-sn03			
C CastFlt				
W chestDrawers			
C clay_tiles_XL_1			
C cobbles01			
C conc_bdr_1			
C conc_brdr_1			
C conc_or_bld_3			
C Concrete1_1			
W cr_miscwood2b			
C crown-mld1			
C cubldb				
C cubldc				
C cudra				
C cudre				
C cudrh				
C cufountaina			
C cugena				
C cugend				
C cugroundi			
C cuiceila			
C cuiflra				
C cupllra				
C custairsa			
C cutrmc				
C cutrme				
C cuwlla				
C cuwllb				
C cuwlle				
C cuwllf				
C cuwllg				
C cuwllh				
C cuwllj				
C cuwllk							
C cuwllm				
C cuwlln				
C cuwlls				
C cuwllt				
C cuwllu				
C cuwnda				
C cuwndb				
C cuwndf				
C cuwndg				
C cuwndib				
C cuwndl				
C cuwndn				
C cuwndq				
C cxbarrela			
C cxbrickj			
C cxcrptb				
C cxcrptc				
W Door_sn01			
W fishBox				
W framed01sn			
W framed02sn			
W framed03sn			
W framed04sn			
W framed05sn			
C generic64b			
C gryStuccoTrim			
C hint				
C lath_sn03			
C misc_fr00t_1			
C misc_fr00t_2			
C misc_fr00t_5			
W oakDoor				
W oldDoor				
W oldRadio			
C p2wal1				
C p3wal1				
C p3wal2				
C p3wal3				
C p3wal4				
C p4wal1				
C p5wal1				
C p5wal2				
C p5wal3				
C p5wal4				
C p5wal5				
C p6wal1				
C p6wal2				
C p6wal3				
C p6wal4				
C p6wal5				
C p6wal6				
C pcobb1				
C pcon1				
C pcon2				
C pcon2trim			
C pcurb1				
C pcurb2				
W pdoor1				
C pflor1				
C pflor2				
W picrate1			
W picrate2			
C pipe_wall1_2			
C pipe_wall4_3			
C pipe_wall5_1			
C plaster_wall2_1			
C plaster_wall4_1			
C plaster_wall4_2			
C plaster_wall4_4			
C plaster_wall4_7					
C plasterwall1_3			
C ptilefloor1			
C pwal1				
C pwal2				
C pwal3				
C pwal4				
C pwal5				
C pwal6				
C pwal6d				
C pwal7				
C pwal8				
W pwin1				
W pwood1				
W pwtrim1				
W pwtrim2				
W reinf_sided01			
W reinf_sideT01			
C rust_stuc_base			
C rv_brickwall			
C rv_BrnBrick			
C rv_stucc			
C sheepKing			
C shutteredWindow			
C sideLight			
C spanish_roof1_1			
C spanish_roof1_2			
C spanish_roof2_1			
C spanish_roof2_2			
C stair-r01			
C stair-t01			
C steel				
C T_bench1			
C T_bench2			
C T_bench3			
C T_bench3_base			
C T_btm_ex_14			
C T_btm_ex_17			
C T_btm_ex_3			
C T_btm_wall10_10			
C T_btm_wall10_12			
C T_btm_wall10_9			
C tan_stuc_base			
W tk_barrel2			
W tk_barreltop			
W trrm_wood2			
C wallpap03a			
C wallpap03d			
C wallpap04b			
C wallpaper1			
W wBarrelTop			
W wfloor-sn00			
W wfloor-sn01			
W wfloor-sn01a			
W wfloor-sn02			
W wfloor-sn05			
W white_stuc_base			
W winware5			
W WOOD_SHTTRZ_1

//-----------------------------------------------------------
// zs_allout.wad
//-----------------------------------------------------------

M {zs71_rebar
M zs71_train04
X scroll_71bo02
X scroll_71bo02_1
M zs71_cscity
M zs71_drum
M zs71_sign01
M zs71_train01
M zs71_train02
M zs71_train03
M zs71_train04

//-----------------------------------------------------------
// zm_desktop.wad
//-----------------------------------------------------------

M {desk_wall10
M desk_bcard01
M desk_cdrom01
M desk_cdrom02
M desk_cdrom03
M desk_cpu01
M desk_ground01
M desk_ground02
M desk_ground03
M desk_ground04
M desk_ground05
M desk_hdd01
M desk_hdd02
M desk_hdd04
M desk_rcard01
M desk_wall01
M desk_wall02
M desk_wall03
M desk_wall04
M desk_wall05
M desk_wall06
M desk_wall07
M desk_wall08
M desk_wall09
M desk_wall10
M desk_wall11
M desk_wall12
M desk_wall13
M desk_wall14
M desk_wall15
M desk_wall16

//-----------------------------------------------------------
// zm_cantera.wad
//-----------------------------------------------------------

M qr_Hbeam01
M qr_Hbeam02

//-----------------------------------------------------------
// zs_rendezvous.wad
//-----------------------------------------------------------

C grid             
C sky              
C blue1            
C bot_sea01        
C bot_wall01       
C chee2            
C clip             
M en_objects_04    
M gdm_junk_M02b    
C line_Twall_60    
M NTDM1_cont05     
M NTDM1_cont08     
M NTDM1_cont09     
M NTDM1_cont15     
M NTDM1_cont17     
M NTDM1_cont18     
C null             
M PR_floor03       
M PR_wall15        
M PR_wall16        
C red              
C s3_wall_int_1    
C s3_wall_int_3    
C studio_safety    
M st_metal04       
M st_metal05       
M tdm_conb02       
M tdm_conr01       
M tdm_conr02       
M tdm_cony01       
M tdm_cony02       
M tdm_panel02      
M tdm_panel05      
M truth2_mt01_1    
C zg_wall_2_03     
M zs_43wall32      
M zs_702-mg01      
M zs_702-mw01      
C zs_702-mw02      
C zs_702-mw03      
C zs_702-mw04      
C zs_702-mw05a     
C zs_702-mw06      
M zs_702-mw07      
C zs_702-mw09      
C zs_702-mw11      
C zs_702-mw13      
C zs_702-mw14      
C zs_702-mw15      
M zs_702-mw18a02   
M zs_702-mw18b     
M zs_702-mw18b02   
C zs_702-mw19      
C zs_702-mw20      
C zs_702-mw21      
Y zs_702-win01     
M {anni_fance01    
M {anni_ladder     
M {PR_fence_01b    
Y {zs_win_02       
C {zs_win_03       
C NTDM1_asphalt22  
C NTDM1_asphalt23  
C NTDM1_conc01     
C NTDM1_cont04     
C NTDM1_wall02     
V NTDM1_win02      
M cons_etc53       
C cons_wall52      
C cons_wall56      
M zs_4wall16       
M zs_4wall18       
M zs_4wall21       
M {br_bk_sign02    
M {zs_4fence06     
M bc_wall13        
M bc_wall21        
C metro02          
C metro_floor01    
C metro_floor04    
C metro_roof01_1   
C metro_wall02     
C metro_wall03_1   
C po_mtldrkblue    
M {ladder          
M {po_tension      
C zs_lastride_00   
C zs_lastride_15   
C zs_lastride_18   
C zs_63ceiling02_  
M zs_63_door03     
M zs_63_door04     
M zs_63_door05     
M zs_63_door08     
M zs_63_floor02_1  
M zs_63_floor05    
M zs_63_floor06    
M zs_63_hfwall_01  
V zs_63_light01    
M zs_63_mach02_2   
M zs_63_pillar_01  
M zs_63_ship02     
M zs_63_top01      
C zs_63_wall07     
C zs_63_wall08     
C zs_63_wall09     
C zs_63_wall11     
M zs_63_wall12     
M zs_63_wall12_1   
C zs_63_wall14     
M zs_63_wall_03    
M bp_door02        
M bp_mfloor03      
M bp_mfloor04      
M {bp_fence
M rdv_bottom01     
M rdv_door01       
M rdv_door01b      
M rdv_door01C      
M rdv_side01       
M rdv_stair01      
M rdv_top01        
M rdv_top02        
M rdv_top03        
M rdv_wall03       
M rdv_wall03b_1    
M rdv_wall03b_3    
M rdv_wall03b_4    
M rdv_wall03_1     
M rdv_wall03_2     
M rdv_wall03_3     
M rdv_wall03_4     
M rdv_wall03_6     
M rdv_wall03_7     
M rdv_wall03_8     
M rdv_wall03_9     
M rdv_wall04b      
M rdv_wall04r      
M rdv_wall04r_1
M rdv_wall05
M rdv_bottom02




//-----------------------------------------------------------
// dm_chapel.wad
//-----------------------------------------------------------


G black            
G CLIP             
G null             
G sky              
G zs_lastride_03   
G zs_lastride_06   
G zs_lastride_08   
G zs_lastride_12   
G zs_lastride_14a  
G zs_lastride_14b  
G zs_lastride_15   
G zs_lastride_17a  
G zs_lastride_17b 
M zs_lastride_22   
M zs_lastride_22a  
M zs_lastride_23   
M zs_lastride_23a  
M zs_lastride_25   
G {zs_lastride_01  
G {zs_lastride_02  
G abyss_floor01    
G abyss_floor02    
W dust0_Box_01     
G dust0_wall_17    
G gdm_junk_G05     
M gdm_junk_G06     
G gdm_junk_G07     
G gdm_junk_G081    
G gdm_junk_G10     
G gdm_junk_G11     
G gdm_junk_G13     
M gdm_junk_G14     
M gdm_junk_M03     
W gdm_junk_W09     
G pve_Halone01     
G pve_Halone26     
G suzhou_wall01    
G suzhou_wall03    
M zs_52b_door01    
G zs_5wall01       
G zs_5wall19       
G zs_truth1_G09   
G zs_truth1_G14    
G {gdm_junk_M01   
M {gdm_junk_M06    
M {gdm_junk_M07    
M {gdm_junk_M08   
Y {zs_5win02       
M {zs_handrail_01  
G chapel_door01    
G chapel_door02   
G chapel_door03    
G chapel_roof01    
G chapel_roof02    
W chapel_wall01    
G chapel_wall02b   
G chapel_wall03    
G chapel_wall05    
G chapel_wall06   
G chapel_wall06a   
G chapel_wall08    
G chapel_wall09    
W chapel_wall10    
G chapel_wall11    
G chapel_wall12    
G chapel_wall13    
G chapel_wall14    
M chapel_wall15    
G chapel_wall16    
G chapel_wall19    
W chapel_wood01a   
W chapel_wood01b   
W chapel_wood03a   
W chapel_wood03b   
W chapel_wood04b   
G dust0_box1       
G dust0_mtl02      
M dust0_mtl_06     
M dust0_mtl_07     
G frame_ga-01      
G frame_ga-02      
G frame_ga-03      
G frame_ma-01      
G frame_ma-02      
G frame_ma-03     
G mtl403           
G zs_52b_wall01a   
G zs_52b_wall01b   
G zs_52b_wall03    
Y zs_52b_win01a    
Y zs_52b_win01b    
G zs_red_road04    
G zs_red_road05    
W zs_red_wall04    
G {chapel_roof01  
G {chapel_wood05   
M {dm_chapel_wall  
G {zs_52b_wall11   
Y {zs_5win01       
W {zs_red_wall05   
W {zs_red_wall06 

//-----------------------------------------------------------
// dm_storage.wad
//-----------------------------------------------------------   
M bun_metal01

//-----------------------------------------------------------
// zm_lakepark.wad
//-----------------------------------------------------------
C {jg_fence01			
W {jg_ladder01			
W {jg_wall06			
M {jg_wall14			
W {jg_window01			
W jg_box01				
W jg_box02				
W jg_bridge01			
C jg_ground01			
C jg_ground02			
C jg_ground03			
C jg_ground04			
W jg_ground05			
W jg_ground06			
C jg_ground07			
C jg_ground08			
C jg_ground09			
C jg_ground10			
C jg_rock01				
C jg_rock02				
M jg_rope01			
C jg_stair01				
C jg_wall01				
C jg_wall02				
W jg_wall03				
W jg_wall04				
W jg_wall05				
M jg_wall07				
C jg_wall08				
C jg_wall09				
C jg_wall10				
C jg_wall11				
C jg_wall12				
C jg_wall13				
M jg_wall15				
C jg_wall16				
C jg_wall17				
C jg_wall18				
C jg_wall19				
C jg_wall20				
C jg_wall21				
C jg_wall22				
C jg_wall23				
C jg_wall24				
C jg_wall25				
C jg_wall26				
C jg_wall27				
C jg_wall28				
C jg_wall29				
C jg_wall30				
C jg_water01			
C jg_water02

//-----------------------------------------------------------
// de_alcatraz.wad
//-----------------------------------------------------------
M al_door01
M al_roof01
M al_sewer01
M al_sewer02
M al_vent01
Y al_window01
W al_wood01
